###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60128.439940  20.068  2.275    34   78 o  0   1.21  44.00000  22.00000   715.82  3468.08 3.17 2.76  43.8 -0.326 17.35 17.75 04a60128o1065o
60131.601320 -21.726  2.807    -7   21 o  0   1.51  44.00000  22.00000  4956.40  6190.04 2.46 1.97  33.4 -0.426 18.78 19.26 02a60131o0541o
60131.604633 -20.114  0.628   -33   20 o  0   1.60  44.00000  22.00000  4977.49  6227.16 2.48 1.93  34.8 -0.425 18.76 19.26 02a60131o0548o
60131.612202 -22.784  9.150    -3   26 o  0   0.90  44.00000  22.00000  4921.66  6149.28 2.72 2.00  36.4 -0.404 18.63 19.03 02a60131o0563o
60131.623221  21.952 13.909     6   84 o  0   1.33  44.00000  22.00000  4907.53  6267.87 2.68 2.04  34.3 -0.395 17.32 17.09 02a60131o0586o
60134.411018 -14.652  0.428 -5002 2139 o  0   0.83  44.00000  22.00000  7698.63  5487.32 2.34 2.22  66.9 -0.428 13.87 13.79 04a60134o1004o
60134.419851  18.033  4.295   222  954 o  0   1.03  44.00000  22.00000  7678.05  5450.20 2.23 2.06 -22.0 -0.410 14.68 14.62 04a60134o1023o
60134.437166 -16.683  0.673  -770  519 o  0   1.04  44.00000  22.00000  7733.91  5530.84 2.15 1.96 -28.7 -0.434 15.31 15.19 04a60134o1060o
60134.441818  15.042  0.862  3493 3011 o  0   1.00  44.00000  22.00000  7753.21  5415.99 2.20 2.13 -19.1 -0.465 13.76 13.58 04a60134o1070o
60141.597899  22.980  5.571     2   13 c  0   1.20  44.00000  22.00000  8402.88  1066.35 2.75 2.36 -59.1 -0.416 19.33 20.93 02a60141o0747c
60141.601992  22.346  3.154     4   13 c  0   0.80  44.00000  22.00000  8420.38  1106.63 2.67 2.34 -63.0 -0.416 19.34 20.94 02a60141o0756c
60141.612904 -22.406  3.538    -4   14 c  0   1.00  44.00000  22.00000  8361.68  1029.93 2.60 2.29 -61.1 -0.421 19.26 20.74 02a60141o0780c
60141.618382  23.462 11.800     2   18 c  0   0.74  44.00000  22.00000  8340.48  1147.28 2.59 2.29 -62.7 -0.426 18.94 20.17 02a60141o0792c
60146.380338 -18.497  0.788  -145  114 o  0   1.47  44.00000  22.00000  5758.00  5574.73 2.36 2.16 -67.7 -0.404 16.89 18.08 04a60146o0747o
60146.390460 -17.676  1.397  -309  431 o  0   1.18  44.00000  22.00000  5796.42  5614.21 2.59 2.41 -64.3 -0.386 15.37 16.66 04a60146o0769o
60146.414488  19.898  5.250    40  209 o  0   1.51  44.00000  22.00000  5816.17  5500.55 2.22 2.08 -51.9 -0.405 16.06 17.12 04a60146o0821o
60147.581990 -22.215  2.200    -5   10 c  0   1.64  44.00000  22.00000  4730.04  5059.99 2.57 2.35  39.1 -0.403 19.34 20.85 02a60147o0706c
60147.585680 -21.435  1.508   -10   15 c  0   0.73  44.00000  22.00000  4747.80  5098.49 2.55 2.33  37.1 -0.399 19.34 20.86 02a60147o0714c
60147.592047 -20.986  0.835   -15   12 c  0   1.32  44.00000  22.00000  4687.26  5021.16 2.63 2.39  39.2 -0.396 19.32 20.86 02a60147o0728c
60147.612428  22.637  4.095     3   13 c  0   0.92  44.00000  22.00000  4663.06  5138.18 2.64 2.29  41.0 -0.397 19.35 20.82 02a60147o0770c
60149.597512  21.187  1.013    12   12 c  0   1.05  44.00000  22.00000  3661.53  8931.52 2.58 2.47  34.4 -0.395 19.41 21.14 02a60149o0750c
60149.604436  23.254  6.636     2   12 c  0   1.41  44.00000  22.00000  3679.96  8971.05 2.60 2.49  38.6 -0.396 19.39 21.15 02a60149o0765c
60149.615707 -22.292  3.069    -4   14 c  0   1.25  44.00000  22.00000  3620.52  8892.82 2.50 2.41  33.1 -0.399 19.38 20.94 02a60149o0789c
60149.617618 -20.308  0.531   -27   14 c  0   1.07  44.00000  22.00000  3599.04  9010.03 2.53 2.41  29.6 -0.398 19.29 20.79 02a60149o0793c
60149.626076 -20.063  1.099   -34   38 c  0   1.22  44.00000  22.00000  3639.84  8951.46 2.56 2.40  27.0 -0.398 18.45 19.42 02a60149o0811c
60151.590813  21.426  1.167    10   11 c  0   1.10  44.00000  22.00000  4635.68  3122.42 2.48 2.31  44.7 -0.417 19.44 21.06 02a60151o0713c
60151.606783 -23.597  8.222    -1   11 c  0   0.96  44.00000  22.00000  4654.85  3162.83 2.49 2.32  46.4 -0.412 19.44 21.12 02a60151o0744c
60151.612072 -22.681  3.619    -3   11 c  0   0.83  44.00000  22.00000  4594.84  3085.88 2.50 2.31  46.3 -0.414 19.44 21.08 02a60151o0753c
60151.619755  20.659  0.701    20   14 c  0   0.88  44.00000  22.00000  4576.56  3202.23 2.48 2.32  44.1 -0.418 19.32 20.69 02a60151o0769c
60152.430271 -21.613  2.096    -8   17 o  0   0.84  44.00000  22.00000  2713.90  3290.97 2.04 1.85  61.2 -0.410 19.08 20.29 04a60152o0206o
60153.594725  20.145  0.351    32   11 c  0   1.02  44.00000  22.00000  7823.76  7285.00 2.81 2.59  31.9 -0.400 19.43 21.19 02a60153o0741c
60153.604559 -21.379  1.157   -10   12 c  0   1.09  44.00000  22.00000  7841.55  7324.63 3.05 2.71  32.2 -0.383 19.41 21.22 02a60153o0760c
60153.609724  21.401  1.264    10   13 c  0   1.29  44.00000  22.00000  7784.76  7247.93 2.86 2.70  43.3 -0.394 19.42 21.22 02a60153o0771c
60153.615777  23.142  6.182     2   12 c  0   0.75  44.00000  22.00000  7764.83  7364.67 2.83 2.64  34.9 -0.394 19.44 21.13 02a60153o0784c
60155.597768 -20.290  0.404   -28   11 o  0   1.27  44.00000  22.00000  8814.07  3400.06 2.06 2.05 -49.0 -0.427 19.46 20.67 02a60155o0747o
60155.613509  20.445  0.481    24   12 o  0   1.24  44.00000  22.00000  8836.42  3438.40 2.13 2.08 -41.2 -0.435 19.42 20.66 02a60155o0781o
60155.622130  20.337  0.438    27   12 o  0   1.73  44.00000  22.00000  8780.90  3363.94 2.07 2.07 -75.7 -0.428 19.27 20.16 02a60155o0797o
